EFFECTNAME;UNIT;SPELL;LEVEL_1;LEVEL_3;LEVEL_2;LEVEL_4;LEVEL_5
Add up to two rank 3 warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 3 warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 3 water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 3 water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 3 water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 3 water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 air cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 air cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 air cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 air cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 aquatic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 aquatic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 aquatic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 aquatic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 beast cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 beast cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 beast cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 beast cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 botanic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 botanic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 botanic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 botanic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 creatures from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 creatures from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 creatures from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 creatures from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 dark cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 dark cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 dark cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 dark cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 dragon cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 dragon cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 dragon cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 dragon cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 earth cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 earth cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 earth cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 earth cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 electric cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 electric cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 electric cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 electric cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 elemental cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 elemental cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 elemental cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 elemental cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 fairy cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 fairy cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 fairy cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 fairy cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 fire cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 fire cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 fire cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 fire cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 ghost cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 ghost cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 ghost cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 ghost cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 insect cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 insect cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 insect cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 insect cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 light cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 light cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 light cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 light cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 machine cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 machine cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 machine cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 machine cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher air cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher air cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher aquatic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher aquatic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher beast cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher beast cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher botanic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher botanic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher creatures from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher creatures from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher dark cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher dark cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher dragon cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher dragon cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher earth cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher earth cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher electric cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher electric cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher elemental cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher elemental cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher fairy cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher fairy cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher fire cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher fire cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher ghost cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher ghost cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher insect cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher insect cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher light cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher light cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher machine cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher machine cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher reptile cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher reptile cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher spell cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher spell cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher spellcaster cards from your deck to your hand.;True;True;True;True;True;False;False
Add up to two rank 4 or higher spellcaster cards from your discard pile to your hand.;True;True;True;True;True;False;False
Add up to two rank 4 or higher spells from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher spells from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher undead cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher undead cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher warrior cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or higher water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or higher water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower air cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower air cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower aquatic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower aquatic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower beast cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower beast cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower botanic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower botanic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower creatures from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower creatures from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower dark cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower dark cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower dragon cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower dragon cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower earth cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower earth cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower electric cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower electric cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower elemental cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower elemental cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower fairy cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower fairy cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower fire cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower fire cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower ghost cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower ghost cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower insect cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower insect cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower light cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower light cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower machine cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower machine cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower reptile cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower reptile cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower spell cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower spell cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower spellcaster cards from your deck to your hand.;True;True;True;True;True;False;False
Add up to two rank 4 or lower spellcaster cards from your discard pile to your hand.;True;True;True;True;True;False;False
Add up to two rank 4 or lower spells from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower spells from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower undead cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower undead cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower warrior cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 or lower water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 or lower water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 reptile cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 reptile cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 reptile cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 reptile cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 undead cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 undead cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 undead cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 undead cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 warrior cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 warrior cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 4 water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 4 water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 air cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 air cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 air cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 air cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 aquatic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 aquatic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 aquatic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 aquatic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 beast cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 beast cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 beast cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 beast cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 botanic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 botanic cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 botanic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 botanic cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 creatures from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 creatures from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 creatures from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 creatures from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 dark cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 dark cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 dark cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 dark cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 dragon cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 dragon cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 dragon cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 dragon cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 earth cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 earth cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 earth cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 earth cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 electric cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 electric cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 electric cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 electric cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 elemental cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 elemental cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 elemental cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 elemental cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 fairy cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 fairy cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 fairy cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 fairy cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 fire cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 fire cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 fire cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 fire cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 ghost cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 ghost cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 ghost cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 ghost cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 insect cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 insect cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 insect cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 insect cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 light cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 light cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 light cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 light cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 machine cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 machine cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 machine cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 machine cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 reptile cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 reptile cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 reptile cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 reptile cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 undead cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 undead cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 undead cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 undead cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 warrior cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 warrior cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two rank 5 water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two rank 5 water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two reptile cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two reptile cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two spell cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two spell cards from your discard pile to your hand.;False;True;True;True;True;False;False
Add up to two spellcaster cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two spellcaster cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two spells from your deck to your hand.;False;False;True;True;True;False;False
Add up to two spells from your discard pile to your hand.;False;False;True;True;True;False;False
Add up to two undead cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two undead cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two warrior cards from your deck to your hand.;True;False;True;True;True;False;False
Add up to two warrior cards from your discard pile to your hand.;True;False;True;True;True;False;False
Add up to two water cards from your deck to your hand.;False;True;True;True;True;False;False
Add up to two water cards from your discard pile to your hand.;False;True;True;True;True;False;False
Both players discard four cards.;False;True;False;True;False;False;False
Both players discard one card.;False;True;True;False;False;False;False
Both players discard their hand and draw the same number of cards they discarded.;False;True;False;False;False;False;False
Both players discard three cards.;False;True;False;True;True;False;False
Both players discard two cards.;False;True;True;False;True;False;False
Both players gain four points for each air card they control.;False;True;False;False;False;False;False
Both players gain four points for each aquatic card they control.;True;True;False;False;False;False;False
Both players gain four points for each beast card they control.;True;True;False;False;False;False;False
Both players gain four points for each botanic card they control.;True;True;False;False;False;False;False
Both players gain four points for each dark card they control.;False;True;False;False;False;False;False
Both players gain four points for each dragon card they control.;True;True;False;False;False;False;False
Both players gain four points for each earth card they control.;False;True;False;False;False;False;False
Both players gain four points for each electric card they control.;False;True;False;False;False;False;False
Both players gain four points for each elemental card they control.;True;True;False;False;False;False;False
Both players gain four points for each fairy card they control.;True;True;False;False;False;False;False
Both players gain four points for each fire card they control.;False;True;False;False;False;False;False
Both players gain four points for each ghost card they control.;True;True;False;False;False;False;False
Both players gain four points for each insect card they control.;True;True;False;False;False;False;False
Both players gain four points for each light card they control.;False;True;False;False;False;False;False
Both players gain four points for each machine card they control.;True;True;False;False;False;False;False
Both players gain four points for each reptile card they control.;True;True;False;False;False;False;False
Both players gain four points for each spell card they control.;False;True;False;False;False;False;False
Both players gain four points for each spellcaster card they control.;True;True;False;False;False;False;False
Both players gain four points for each undead card they control.;True;True;False;False;False;False;False
Both players gain four points for each warrior card they control.;True;True;False;False;False;False;False
Both players gain four points for each water card they control.;False;True;False;False;False;False;False
Both players gain one point for each air card they control.;False;True;False;False;False;False;False
Both players gain one point for each aquatic card they control.;True;True;False;False;False;False;False
Both players gain one point for each beast card they control.;True;True;False;False;False;False;False
Both players gain one point for each botanic card they control.;True;True;False;False;False;False;False
Both players gain one point for each dark card they control.;False;True;False;False;False;False;False
Both players gain one point for each dragon card they control.;True;True;False;False;False;False;False
Both players gain one point for each earth card they control.;False;True;False;False;False;False;False
Both players gain one point for each electric card they control.;False;True;False;False;False;False;False
Both players gain one point for each elemental card they control.;True;True;False;False;False;False;False
Both players gain one point for each fairy card they control.;True;True;False;False;False;False;False
Both players gain one point for each fire card they control.;False;True;False;False;False;False;False
Both players gain one point for each ghost card they control.;True;True;False;False;False;False;False
Both players gain one point for each insect card they control.;True;True;False;False;False;False;False
Both players gain one point for each light card they control.;False;True;False;False;False;False;False
Both players gain one point for each machine card they control.;True;True;False;False;False;False;False
Both players gain one point for each reptile card they control.;True;True;False;False;False;False;False
Both players gain one point for each spell card they control.;False;True;False;False;False;False;False
Both players gain one point for each spellcaster card they control.;True;True;False;False;False;False;False
Both players gain one point for each undead card they control.;True;True;False;False;False;False;False
Both players gain one point for each warrior card they control.;True;True;False;False;False;False;False
Both players gain one point for each water card they control.;False;True;False;False;False;False;False
Both players gain three points for each air card they control.;False;True;False;False;False;False;False
Both players gain three points for each aquatic card they control.;True;True;False;False;False;False;False
Both players gain three points for each beast card they control.;True;True;False;False;False;False;False
Both players gain three points for each botanic card they control.;True;True;False;False;False;False;False
Both players gain three points for each dark card they control.;False;True;False;False;False;False;False
Both players gain three points for each dragon card they control.;True;True;False;False;False;False;False
Both players gain three points for each earth card they control.;False;True;False;False;False;False;False
Both players gain three points for each electric card they control.;False;True;False;False;False;False;False
Both players gain three points for each elemental card they control.;True;True;False;False;False;False;False
Both players gain three points for each fairy card they control.;True;True;False;False;False;False;False
Both players gain three points for each fire card they control.;False;True;False;False;False;False;False
Both players gain three points for each ghost card they control.;True;True;False;False;False;False;False
Both players gain three points for each insect card they control.;True;True;False;False;False;False;False
Both players gain three points for each light card they control.;False;True;False;False;False;False;False
Both players gain three points for each machine card they control.;True;True;False;False;False;False;False
Both players gain three points for each reptile card they control.;True;True;False;False;False;False;False
Both players gain three points for each spell card they control.;False;True;False;False;False;False;False
Both players gain three points for each spellcaster card they control.;True;True;False;False;False;False;False
Both players gain three points for each undead card they control.;True;True;False;False;False;False;False
Both players gain three points for each warrior card they control.;True;True;False;False;False;False;False
Both players gain three points for each water card they control.;False;True;False;False;False;False;False
Both players gain two points for each air card they control.;False;True;False;False;False;False;False
Both players gain two points for each aquatic card they control.;True;True;False;False;False;False;False
Both players gain two points for each beast card they control.;True;True;False;False;False;False;False
Both players gain two points for each botanic card they control.;True;True;False;False;False;False;False
Both players gain two points for each dark card they control.;False;True;False;False;False;False;False
Both players gain two points for each dragon card they control.;True;True;False;False;False;False;False
Both players gain two points for each earth card they control.;False;True;False;False;False;False;False
Both players gain two points for each electric card they control.;False;True;False;False;False;False;False
Both players gain two points for each elemental card they control.;True;True;False;False;False;False;False
Both players gain two points for each fairy card they control.;True;True;False;False;False;False;False
Both players gain two points for each fire card they control.;False;True;False;False;False;False;False
Both players gain two points for each ghost card they control.;True;True;False;False;False;False;False
Both players gain two points for each insect card they control.;True;True;False;False;False;False;False
Both players gain two points for each light card they control.;False;True;False;False;False;False;False
Both players gain two points for each machine card they control.;True;True;False;False;False;False;False
Both players gain two points for each reptile card they control.;True;True;False;False;False;False;False
Both players gain two points for each spell card they control.;False;True;False;False;False;False;False
Both players gain two points for each spellcaster card they control.;True;True;False;False;False;False;False
